title,employer,department,salary,location,post_date,close_date,url
"Phd Studentship : The bacteriophage revolution: unlocking their potential to expand applicability. MRC GW4 BioMed DTP PhD studentship 2024/25 Entry, PhD in Biosciences",University of Exeter,HLS,See advert for details,Exeter,2023-09-05,2023-11-01,https://www.jobs.ac.uk/job/DCN452/phd-studentship-the-bacteriophage-revolution-unlocking-their-potential-to-expand-applicability-mrc-gw4-biomed-dtp-phd-studentship-2024-25-entry-phd-in-biosciences
"PhD Studentship : Epigenetic signatures in fungal host adaptation. MRC GW4 BioMed DTP PhD studentship 2024/25 Entry, PhD in Biosciences",University of Exeter,HLS,See advert for details,Exeter,2023-09-05,2023-11-01,https://www.jobs.ac.uk/job/DCN440/phd-studentship-epigenetic-signatures-in-fungal-host-adaptation-mrc-gw4-biomed-dtp-phd-studentship-2024-25-entry-phd-in-biosciences
"PhD Studentship: In vivo analysis of stress system dynamics. MRC GW4 BioMed DTP PhD studentship 2024/25 Entry, PhD in department of Clinical and Biomedical Sciences.",University of Exeter,,"From £18,662 annual stipend",Exeter,2023-09-05,2023-11-01,https://www.jobs.ac.uk/job/DCN439/phd-studentship-in-vivo-analysis-of-stress-system-dynamics-mrc-gw4-biomed-dtp-phd-studentship-2024-25-entry-phd-in-department-of-clinical-and-biomedical-sciences
"PhD Studentship : Will climate change worsen the problem of antibiotic resistance? MRC GW4 BioMed DTP PhD studentship 2024/25 Entry, PhD in Biosciences",University of Exeter,HLS,See advert for details,Exeter,2023-09-05,2023-11-01,https://www.jobs.ac.uk/job/DCN430/phd-studentship-will-climate-change-worsen-the-problem-of-antibiotic-resistance-mrc-gw4-biomed-dtp-phd-studentship-2024-25-entry-phd-in-biosciences
PhD Studentship: Computational Mechanics,University of Warwick,,Project only – currently self-funded positiomn,"City of Monash, Coventry, Warwick",2023-09-05,2023-12-04,https://www.jobs.ac.uk/job/DCN428/phd-studentship-computational-mechanics
"PhD Studentship: “You must be on your period”: using smartphones and wearables to study changes in mental wellbeing throughout the menstrual cycle. MRC GW4 BioMed DTP PhD studentship 2024/25 Entry, PhD in Psychology.",University of Exeter,HLS,"From £18,662 annual stipend",Exeter,2023-09-05,2023-11-01,https://www.jobs.ac.uk/job/DCN423/phd-studentship-you-must-be-on-your-period-using-smartphones-and-wearables-to-study-changes-in-mental-wellbeing-throughout-the-menstrual-cycle-mrc-gw4-biomed-dtp-phd-studentship-2024-25-entry-phd-in-psychology
"PhD Studentship: Using multidisciplinary approaches to understand and develop treatments for neurodevelopmental disorders. MRC GW4 BioMed DTP PhD studentship 2024/25 Entry, PhD in Clinical and Biomedical Sciences",University of Exeter,HLS,"From £18,662 annual stipend",Exeter,2023-09-05,2023-11-01,https://www.jobs.ac.uk/job/DCN416/phd-studentship-using-multidisciplinary-approaches-to-understand-and-develop-treatments-for-neurodevelopmental-disorders-mrc-gw4-biomed-dtp-phd-studentship-2024-25-entry-phd-in-clinical-and-biomedical-sciences
"PhD Studentship - Epigenetic profiling in Parkinson’s disease: novel mechanisms and drug targets. MRC GW4 BioMed DTP PhD studentship 2024/25 Entry, PhD in Clinical and Biomedical Sciences",University of Exeter,HLS,18662,Exeter,2023-09-05,2023-11-01,https://www.jobs.ac.uk/job/DCN350/phd-studentship-epigenetic-profiling-in-parkinsons-disease-novel-mechanisms-and-drug-targets-mrc-gw4-biomed-dtp-phd-studentship-2024-25-entry-phd-in-clinical-and-biomedical-sciences
PhD Studentship: Machine Learning and Transformation Optics for Plasmonic Nanoantennas,University of Birmingham,School of Physics and Astronomy,Cover tuition fees and provide a stipend for 4 years,Birmingham,2023-09-04,2023-10-02,https://www.jobs.ac.uk/job/DCM874/phd-studentship-machine-learning-and-transformation-optics-for-plasmonic-nanoantennas
PhD Studentship: Capacity and Energy Efficiency of Topological Metasurface Waveguides,University of Birmingham,School of Physics and Astronomy,Cover tuition fees and provide a stipend for 3 or 4 years.,Birmingham,2023-09-04,2023-10-02,https://www.jobs.ac.uk/job/DCM866/phd-studentship-capacity-and-energy-efficiency-of-topological-metasurface-waveguides
PhD Studentship: Topological Optimisation of 3D Printable THz Waveguides for On-chip Applications,University of Birmingham,School of Physics and Astronomy,Cover tuition fees and provide a stipend for 4 years.,Birmingham,2023-09-04,2023-10-02,https://www.jobs.ac.uk/job/DCM858/phd-studentship-topological-optimisation-of-3d-printable-thz-waveguides-for-on-chip-applications
PhD Studentship: Online Adaptive Optimisation of Thermal Controls for Improving Battery Electric Vehicle Efficiency,Loughborough University,Aeronautical and Automotive Engineering,The studentship is for 3 years and provides a tax-free stipend of £18000 per annum for the duration of the studentship plus tuition fees at the UK rate.,Loughborough,2023-09-04,2023-09-12,https://www.jobs.ac.uk/job/DCM713/phd-studentship-online-adaptive-optimisation-of-thermal-controls-for-improving-battery-electric-vehicle-efficiency
PhD Studentship: Personalising Adjustments to Information Visualisations for Optimal Perception Accounting for Individual Differences Including Ageing,King's College London,Department of Informatics (NMES),Not Specified,London,2023-09-04,2023-10-06,https://www.jobs.ac.uk/job/DCM683/phd-studentship-personalising-adjustments-to-information-visualisations-for-optimal-perception-accounting-for-individual-differences-including-ageing
PhD Studentship in Investigating the role of E3 ubiquitin ligases in glioblastoma,University of Oxford,,Competition Funded Project (Open to Students Worldwide),Oxford,2023-09-04,2023-12-01,https://www.jobs.ac.uk/job/DCK759/phd-studentship-in-investigating-the-role-of-e3-ubiquitin-ligases-in-glioblastoma
PhD Studentship in Mapping the LARP1/1B interactome in cancer,University of Oxford,,Competition Funded Project (Open to Students Worldwide),Oxford,2023-09-04,2023-12-01,https://www.jobs.ac.uk/job/DCK753/phd-studentship-in-mapping-the-larp1-1b-interactome-in-cancer
PhD Studentship in The molecular basis of transcription-coupled DNA repair,University of Oxford,,Competition Funded Project (Open to Students Worldwide),Oxford,2023-09-04,2023-12-01,https://www.jobs.ac.uk/job/DCK737/phd-studentship-in-the-molecular-basis-of-transcription-coupled-dna-repair
PhD Studentship in Understanding the role of innate immunity in treatment-induced normal tissue injury,University of Oxford,,Competition Funded Project (Students Worldwide),Oxford,2023-09-04,2023-12-01,https://www.jobs.ac.uk/job/DCK728/phd-studentship-in-understanding-the-role-of-innate-immunity-in-treatment-induced-normal-tissue-injury
PhD Studentship in MRC iCASE Project Teledyne e2v - Technological advancements in radiotherapy leading to dose delivery via FLASH,University of Oxford,,Competition Funded Project (Open to Students Worldwide),Oxford,2023-09-04,2023-12-01,https://www.jobs.ac.uk/job/DCK717/phd-studentship-in-mrc-icase-project-teledyne-e2v-technological-advancements-in-radiotherapy-leading-to-dose-delivery-via-flash
PhD Studentship in The paradox of AMER1 driver mutations in colorectal cancer,University of Oxford,,Competition funded – the successful applicant will be put forward for funding but will be in competition with other students for a small number of studentships,Oxford,2023-09-04,2023-12-01,https://www.jobs.ac.uk/job/DCK687/phd-studentship-in-the-paradox-of-amer1-driver-mutations-in-colorectal-cancer
PhD Studentship in Interaction between DNA Polymerase theta inhibition and cGAS/STING activation,University of Oxford,,Competition funded – the successful applicant will be put forward for funding but will be in competition with other students for a small number of studentships,Oxford,2023-09-04,2023-12-01,https://www.jobs.ac.uk/job/DCK677/phd-studentship-in-interaction-between-dna-polymerase-theta-inhibition-and-cgas-sting-activation
PhD Studentship in Deciphering key steps in the metastatic process of breast cancer by focusing on the role of MAFF,University of Oxford,,Competition funded – the successful applicant will be put forward for funding but will be in competition with other students for a small number of studentships.,Oxford,2023-09-04,2023-12-01,https://www.jobs.ac.uk/job/DCK671/phd-studentship-in-deciphering-key-steps-in-the-metastatic-process-of-breast-cancer-by-focusing-on-the-role-of-maff
PhD Studentship: Sex Differences in Interoception and Mental Health: an Investigation across the Menstrual Cycle,"Royal Holloway, University of London",Psychology,"£19,668 a tax-free stipend at the UKRI rate (award value, per annum, in 2022-2023) for 3.5 years, covering tuition fees at home student rate",Egham,2023-09-04,2023-10-16,https://www.jobs.ac.uk/job/DCK422/phd-studentship-sex-differences-in-interoception-and-mental-health-an-investigation-across-the-menstrual-cycle
PhD Studentship: “That Food Destresses my Brain”: Does Linking Food Choices to Reductions in Brain Stress Improve Adherence to Dietary Goals?,University of Birmingham,"School of Sport, Exercise and Rehabilitation Sciences","The successful applicant will be supported to apply for the Midlands Graduate School ESRC-DTP programme (3.5 years of funding) in Jan 2024, for a start in September 2024.",Birmingham,2023-09-04,2023-10-16,https://www.jobs.ac.uk/job/DCL419/phd-studentship-that-food-destresses-my-brain-does-linking-food-choices-to-reductions-in-brain-stress-improve-adherence-to-dietary-goals
PhD Studentship: Beam-Steering Programmable Metasurfaces for Microwave Devices,University of Warwick,,"£15,609","Coventry, Warwick",2023-09-01,2023-11-30,https://www.jobs.ac.uk/job/DCL702/phd-studentship-beam-steering-programmable-metasurfaces-for-microwave-devices
PhD Studentship: Developing a Full Life Cycle Impact Framework for The Next Generation of Automotive Vehicles,University of Warwick,,Not Specified,"Coventry, Warwick",2023-09-01,2023-11-30,https://www.jobs.ac.uk/job/DCL693/phd-studentship-developing-a-full-life-cycle-impact-framework-for-the-next-generation-of-automotive-vehicles
PhD Studentship: The Development of a New Multi-modal Capability for Investigating the Performance-controlling Interfaces and Microstructures that Underpin Operation of Battery Materials,University of Warwick,,"£18,622","Coventry, Warwick",2023-09-01,2023-11-30,https://www.jobs.ac.uk/job/DCL677/phd-studentship-the-development-of-a-new-multi-modal-capability-for-investigating-the-performance-controlling-interfaces-and-microstructures-that-underpin-operation-of-battery-materials
PhD Studentship: Topological Methods in Computer Science,University of Birmingham,School of Mathematics,"Funding is available to candidates with a strong background from around the world, although the competition is higher for candidates who are not UK citizens. Self-funded candidates are also welcome to apply.",Birmingham,2023-09-01,2023-11-30,https://www.jobs.ac.uk/job/DCL399/phd-studentship-topological-methods-in-computer-science
PhD Studentship: RF Electronics and Radar Antenna Systems for Automotive Radar and other Related Scenarios,The University of Edinburgh,,Tuition fees and stipend available,Edinburgh,2023-09-01,2023-12-14,https://www.jobs.ac.uk/job/DCK780/phd-studentship-rf-electronics-and-radar-antenna-systems-for-automotive-radar-and-other-related-scenarios
PhD Studentship - SGSAH CDA Project - A Hidden Migration History: South Asian Medical Professionals in Scotland 1872-2022,University of Strathclyde,,Home fees & student stipend at standard SGSAH rates & travel costs,Glasgow,2023-09-01,2023-09-29,https://www.jobs.ac.uk/job/DCK562/phd-studentship-sgsah-cda-project-a-hidden-migration-history-south-asian-medical-professionals-in-scotland-1872-2022
Graduate Teaching Assistant (Hypertension and Resistance Exercise),University of Northampton,,"£30,487 to £37,099 salary per annum pro rata",Northampton,2023-09-01,2023-10-09,https://www.jobs.ac.uk/job/DCJ720/graduate-teaching-assistant-hypertension-and-resistance-exercise
Oxford Brookes Doctoral Studentship in History,Oxford Brookes University,Humanities and Social Sciences,"£18,622",Oxford,2023-09-01,2023-10-02,https://www.jobs.ac.uk/job/DCE701/oxford-brookes-doctoral-studentship-in-history
PhD Studentship in Lipid-Based Conjugate Self-Assembly and Bioactivity - Nanostructured Self-Assembly of Bio-Derived and Bio-Inspired Lipid-Based Amphiphiles,University of Reading,Chemistry/SCFP,Funding covers full UK tuition fees plus UKRI stipend,Reading,2023-08-31,2023-09-30,https://www.jobs.ac.uk/job/DCK726/phd-studentship-in-lipid-based-conjugate-self-assembly-and-bioactivity-nanostructured-self-assembly-of-bio-derived-and-bio-inspired-lipid-based-amphiphiles
PhD Studentship in Biomedical Sciences: A role for novel bile acids to promote better mental health and wellbeing: exploring the gut-brain axis.,University of Reading,School of Biological Sciences,"From £18,622 Funding covers full tuition fees plus UKRI annual stipend",Reading,2023-08-31,2023-09-22,https://www.jobs.ac.uk/job/DCK630/phd-studentship-in-biomedical-sciences-a-role-for-novel-bile-acids-to-promote-better-mental-health-and-wellbeing-exploring-the-gut-brain-axis
"The School of Built Environment, Engineering and Computing: Full-time PhD Research Studentships",Leeds Beckett University,"The School of Built Environment, Engineering and Computing","£18,622 per annum, (2023/24 rate)",Leeds,2023-08-31,2023-09-30,https://www.jobs.ac.uk/job/DCK404/the-school-of-built-environment-engineering-and-computing-full-time-phd-research-studentships
PhD Studentship - 3D Printed Devices for the Capture of Therapeutic Viral Vectors,The University of Edinburgh,,Not Specified,Edinburgh,2023-08-31,2023-09-15,https://www.jobs.ac.uk/job/DCK267/phd-studentship-3d-printed-devices-for-the-capture-of-therapeutic-viral-vectors
PhD Studentship - Nano Scale Metamaterials for Biomedical Engineering Applications,The University of Bolton,School of Engineering,"£18,622",Bolton,2023-08-31,2023-09-21,https://www.jobs.ac.uk/job/DCF814/phd-studentship-nano-scale-metamaterials-for-biomedical-engineering-applications
PhD Studentship,University of Southampton,Southampton Law School,"From £18,622 annual stipend, tuition fees (UK/Overseas) and remuneration for teaching in accordance with the demonstrator rate of the University",Southampton,2023-08-30,2023-09-13,https://www.jobs.ac.uk/job/DCJ829/phd-studentship
PhD Studentship: From recovery to coexistence: future scenarios for British carnivores,University of Exeter,Department of Earth and Environmental Sciences,"From £18,622 per year","Cornwall, Penryn",2023-08-30,2023-09-30,https://www.jobs.ac.uk/job/DCJ675/phd-studentship-from-recovery-to-coexistence-future-scenarios-for-british-carnivores
PhD Studentship: Construction of a prototype ultra-high-vacuum compatible compact X ray monochromator for use in X-ray photoelectron spectroscopy,University of Surrey,Engineering Materials,"From £20,000 annual stipend (tax free) and UK “home” tuition fees for 3.5 years",Guildford,2023-08-30,2023-10-13,https://www.jobs.ac.uk/job/DCJ662/phd-studentship-construction-of-a-prototype-ultra-high-vacuum-compatible-compact-x-ray-monochromator-for-use-in-x-ray-photoelectron-spectroscopy
PhD position with the Resilient Ecosystems and Flourishing Communities,Leiden University,Leiden University College The Hague,"£2,377.36 to £3,037.35 first year, increasing gross per month in the final year",Leiden,2023-08-29,2023-09-26,https://www.jobs.ac.uk/job/DCI971/phd-position-with-the-resilient-ecosystems-and-flourishing-communities
BMA Foundation PhD Studentship: Maternity Care Systems and Childbirth-Related Trauma,"City, University of London",Centre for Maternal and Child Health,"From £20,622 stipend per annum; full tuition-fee waiver for UK students (international applicants must cover the difference between UK and international fees); supported by the British Medical Association Foundation Pushpa Chopra Award",London,2023-08-29,2023-09-17,https://www.jobs.ac.uk/job/DCI886/bma-foundation-phd-studentship-maternity-care-systems-and-childbirth-related-trauma
AZ funded Non-clinical PhD Studentship: (Fixed Term) in a research project Investigate the mechanistic link between chronic kidney disease and cardiac dysfunction,University of Cambridge,,"£21,500 per annum",Cambridge,2023-08-29,2023-10-01,https://www.jobs.ac.uk/job/DCH834/az-funded-non-clinical-phd-studentship-fixed-term-in-a-research-project-investigate-the-mechanistic-link-between-chronic-kidney-disease-and-cardiac-dysfunction
PhD research project ‘Environmental impact of gaming products and services’,University of Surrey,,"From £21,000 UK/home student academic fees, an annual stipend for 3 years, and a research training support grant.",London,2023-08-25,2023-09-30,https://www.jobs.ac.uk/job/DCH958/phd-research-project-environmental-impact-of-gaming-products-and-services
PhD Studentship: Multimodal Large Language Models for Audio-aware Argument Extraction,University of Southampton,Faculty of Physical Sciences and Engineering,"From £18,622 For UK students, Tuition Fees and stipend, per annum, for up to 3.5 years",Southampton,2023-08-25,2023-11-25,https://www.jobs.ac.uk/job/DCH798/phd-studentship-multimodal-large-language-models-for-audio-aware-argument-extraction
PhD Studentship : AstraZeneca funded Non clinical PhD Studentship in DNA damage and androgen pathway inhibition in prostate cancer (Fixed Term),University of Cambridge,Department of Oncology,See advert for details,Cambridge,2023-08-25,2023-10-06,https://www.jobs.ac.uk/job/DCH761/phd-studentship-astrazeneca-funded-non-clinical-phd-studentship-in-dna-damage-and-androgen-pathway-inhibition-in-prostate-cancer-fixed-term
PhD Studentship in the Biosciences Institute: Neural Circuits for Auditory Social Cognition in Nonhuman Primates,Newcastle University,,"£18,622",Newcastle upon Tyne,2023-08-25,2023-11-01,https://www.jobs.ac.uk/job/DCH691/phd-studentship-in-the-biosciences-institute-neural-circuits-for-auditory-social-cognition-in-nonhuman-primates
PhD Studentship: Investigating how to optimise current rehabilitation solutions through qualitative research methods and human design thinking,University of Exeter,,"From £18,622 per year",Exeter,2023-08-25,2023-09-18,https://www.jobs.ac.uk/job/DCH653/phd-studentship-investigating-how-to-optimise-current-rehabilitation-solutions-through-qualitative-research-methods-and-human-design-thinking
PhD Studentship: Facial EMG Analysis to Quantify Facial Mimicry in order to Facilitate Communication,Birmingham City University,,"£18,622 p.a.",Birmingham,2023-08-25,2023-09-30,https://www.jobs.ac.uk/job/DCH084/phd-studentship-facial-emg-analysis-to-quantify-facial-mimicry-in-order-to-facilitate-communication
PhD in Supressing Greenhouse Gases Emissions from Sewage Sludge Treatment - Supporting the Water Industry Meeting Net-Zero,Cranfield University,,"£21,000 (tax-free) plus student fees for four years",Bedford,2023-08-25,2023-09-06,https://www.jobs.ac.uk/job/DCF654/phd-in-supressing-greenhouse-gases-emissions-from-sewage-sludge-treatment-supporting-the-water-industry-meeting-net-zero
PhD Studentship: Identifying Genetic and Molecular Markers of Early-stage Lung Cancer in Vape Users,Birmingham City University,,"£18,622 p.a.",Birmingham,2023-08-24,2023-09-30,https://www.jobs.ac.uk/job/DCH069/phd-studentship-identifying-genetic-and-molecular-markers-of-early-stage-lung-cancer-in-vape-users
PhD Studenthip: The Use and Application of a 3-dimensional Cell Culture Collagen Scaffold System. To Create a Laboratory Chronic Wound Model to be Utilized as a Platform to Study the Effectiveness of an Encapsulated Bacteriophage Delivery System Against Multi-drug Resistant Bacteria Associated with Chronic Wound Infections,Birmingham City University,,"£18,622 p.a.",Birmingham,2023-08-24,2023-09-30,https://www.jobs.ac.uk/job/DCH063/phd-studenthip-the-use-and-application-of-a-3-dimensional-cell-culture-collagen-scaffold-system-to-create-a-laboratory-chronic-wound-model-to-be-utilized-as-a-platform-to-study-the-effectiveness-of-an-encapsulated-bacteriophage-delivery-system-against-multi-drug-resistant-bacteria-associated-with-chronic-wound-infections
PhD Studenthip: A Whole New Type of School - An International Orchestra Establishes a Secondary School in the West Midlands,Birmingham City University,,"£18,622 p.a.",Birmingham,2023-08-24,2023-09-30,https://www.jobs.ac.uk/job/DCH052/phd-studenthip-a-whole-new-type-of-school-an-international-orchestra-establishes-a-secondary-school-in-the-west-midlands
PhD Studentship: Zinc Homeostasis in Bacteria: An Emerging Target for the Treatment of Multidrug Resistant Infections,Birmingham City University,,"£18,622 p.a.",Birmingham,2023-08-24,2023-09-30,https://www.jobs.ac.uk/job/DCH041/phd-studentship-zinc-homeostasis-in-bacteria-an-emerging-target-for-the-treatment-of-multidrug-resistant-infections
3-year PhD studentship: Investigation of localising building leakage pathways using the Pulse technique as a dynamic sound source,University of Nottingham,Engineering,"£18,622 per annum",Nottingham,2023-08-24,2023-09-30,https://www.jobs.ac.uk/job/DCH027/3-year-phd-studentship-investigation-of-localising-building-leakage-pathways-using-the-pulse-technique-as-a-dynamic-sound-source
PhD Studentship: Understanding resilience in garden flora within the context of a changed climate,University of Sheffield,Landscape Architecture,"Home tuition fee (£4,596 in 2022/23) and a stipend at the basic UKRI rate (£18,622 for 2023/24) for 4 years.",Sheffield,2023-08-24,2023-09-22,https://www.jobs.ac.uk/job/DCG966/phd-studentship-understanding-resilience-in-garden-flora-within-the-context-of-a-changed-climate
PhD Scholarship - Developing a National Workforce Registration Scheme for Sport,Edge Hill University,Graduate School,"£18,622 See ""Details of funding section"" for more information",Ormskirk,2023-08-24,2023-09-13,https://www.jobs.ac.uk/job/DCG908/phd-scholarship-developing-a-national-workforce-registration-scheme-for-sport
PhD Studentship - Distributed and Intelligent Sensing for Ocean Research and Sustainable Ocean Enterprise,The University of Edinburgh,,Not Specified,Edinburgh,2023-08-24,2023-10-20,https://www.jobs.ac.uk/job/DCG707/phd-studentship-distributed-and-intelligent-sensing-for-ocean-research-and-sustainable-ocean-enterprise
PhD Studentship: Using Social Media To Develop The Capacity And Diversity of Neighbourhood Watch,"Royal Holloway, University of London",,"From £20,622 Home/UK student fee award and a stipend award, per annum, for 3.5 years full-time. There is an expectation that the three month placement will be conducted within the 3.5 years of funded full-time study.",Egham,2023-08-24,2023-10-05,https://www.jobs.ac.uk/job/DCG657/phd-studentship-using-social-media-to-develop-the-capacity-and-diversity-of-neighbourhood-watch
"SFI-IRC Pathway Programme PhD: Irish Women as Investors in the Financial Sphere, 1700-1900",University College Dublin,UCD School of History,"£16,344.88 - please see advert",Dublin,2023-08-24,2023-09-29,https://www.jobs.ac.uk/job/DCF851/sfi-irc-pathway-programme-phd-irish-women-as-investors-in-the-financial-sphere-1700-1900
"Fully funded PhD positions in Combinatorics, Random Graphs, Logic, Complexity, and Semantics at University of Sheffield",University of Sheffield,Computer Science,Fully funded studentships for three and a half years.,Sheffield,2023-08-23,2023-09-17,https://www.jobs.ac.uk/job/DCG686/fully-funded-phd-positions-in-combinatorics-random-graphs-logic-complexity-and-semantics-at-university-of-sheffield
MPhil/PhD Scholarship : De-colonising Maritime Greenwich: Practising Community-Centred Public History Amidst the Legacies of Empire,University of Greenwich,Faculty of Liberal Arts and Sciences,See advert for details,Greenwich,2023-08-23,2023-10-15,https://www.jobs.ac.uk/job/DCG592/mphil-phd-scholarship-de-colonising-maritime-greenwich-practising-community-centred-public-history-amidst-the-legacies-of-empire
PhD Studentship - Investigating the Effects of a Novel Nutraceutical Supplement on Skeletal Muscle Recovery and Exercise Adaptations,Manchester Metropolitan University,,"£17,668 annual stipend",Manchester,2023-08-23,2023-09-19,https://www.jobs.ac.uk/job/DCG590/phd-studentship-investigating-the-effects-of-a-novel-nutraceutical-supplement-on-skeletal-muscle-recovery-and-exercise-adaptations
PhD Studentship: Improving the Efficiency of Second Generation Thin Film Solar Cells,Loughborough University,"Mechanical, Electrical and Manufacturing Engineering","£18,622 per annum",Loughborough,2023-08-23,2023-09-08,https://www.jobs.ac.uk/job/DCG523/phd-studentship-improving-the-efficiency-of-second-generation-thin-film-solar-cells
PhD - Sharing reproducible analyses in Big Healthcare Data Infrastructures,The University of Manchester,,"£18,622 tax free stipend and tuition fees",Manchester,2023-08-23,2023-11-21,https://www.jobs.ac.uk/job/DCG508/phd-sharing-reproducible-analyses-in-big-healthcare-data-infrastructures
PhD Studentship: Remote Scalable Assessment of Sprint Biomechanics in Relation to Biological Maturity and Predicted Transfer to an American Football Context,Loughborough University,"Sport, Exercise and Health Sciences","£18,622 per annum",Loughborough,2023-08-23,2023-09-30,https://www.jobs.ac.uk/job/DCG507/phd-studentship-remote-scalable-assessment-of-sprint-biomechanics-in-relation-to-biological-maturity-and-predicted-transfer-to-an-american-football-context
NUAcT PhD Studentship: Defining the role of Histone 3 Lysine 4 Methyltransferases in the Cellular Response to Hypoxia,Newcastle University,,"£18,622 100% of tuition fees paid (UK/EU or international) and annual living expenses",Newcastle,2023-08-23,2023-11-01,https://www.jobs.ac.uk/job/DCG436/nuact-phd-studentship-defining-the-role-of-histone-3-lysine-4-methyltransferases-in-the-cellular-response-to-hypoxia
PhD Studentship: Revealing the genomic basis of reproductive mode evolution and speciation in Littorina snails,University of Sussex,Biology,Home (UK) tuition fees and stipend at standard UKRI rates.,"Sussex, Brighton, Falmer",2023-08-23,2023-11-23,https://www.jobs.ac.uk/job/DCG221/phd-studentship-revealing-the-genomic-basis-of-reproductive-mode-evolution-and-speciation-in-littorina-snails
PhD - EPSRC Case Conversion Scholarship,University of Sheffield,Information School,"£18,662 plus an additional £4,000 per annum",Sheffield,2023-08-23,2023-10-01,https://www.jobs.ac.uk/job/DCG462/phd-epsrc-case-conversion-scholarship
PhD Studentship: Large scale robust quantum computation with superconducting qubits,University of Surrey,Physics,"From £18,622 stipend amount, per annum, fees covered, research training support grants £3000. Funding is for 3.5 years",Guildford,2023-08-22,2023-09-25,https://www.jobs.ac.uk/job/DCF893/phd-studentship-large-scale-robust-quantum-computation-with-superconducting-qubits
"PhD Studentship: A novel, antibiotics free and prophylactic topical in-wound applied formulation for combating biofilms and improving orthopaedic surgical wound healing",University of Surrey,"The Schools of Chemistry and Chemical Engineering, Biosciences  and Veterinary Medicine","Student stipend and fees at standard UKRI levels, a £5K per annum Research Training Support Grant (RTSG), and £230 for Conference and Fieldwork. Funding is for 4 years.",Guildford,2023-08-22,2023-09-30,https://www.jobs.ac.uk/job/DCF883/phd-studentship-a-novel-antibiotics-free-and-prophylactic-topical-in-wound-applied-formulation-for-combating-biofilms-and-improving-orthopaedic-surgical-wound-healing
"PhD Studentship: Modelling Sources of Systemic Error in Luminous Trajectory, Dark Flight, and Orbital Calculations for Meteoroids (MADSIM)",The University of Manchester,Department of Materials - Polymers and Composites - Mathematics and Data in Scientific and Industrial Modelling (MADSIM),Not Specified,Manchester,2023-08-22,2023-09-29,https://www.jobs.ac.uk/job/DCF872/phd-studentship-modelling-sources-of-systemic-error-in-luminous-trajectory-dark-flight-and-orbital-calculations-for-meteoroids-madsim
PhD Studentship in Formulation Approaches to Develop Robust Drug Delivery Systems with Cocrystals,Newcastle University,School of Pharmacy,"100% Home (UK) tuition fees and an annual stipend at the UKRI rate (£18,622, 2023/24 rate)",Newcastle upon Tyne,2023-08-22,2023-11-24,https://www.jobs.ac.uk/job/DCF760/phd-studentship-in-formulation-approaches-to-develop-robust-drug-delivery-systems-with-cocrystals
Fully Funded EPSRC and Swansea PhD Scholarship: Collaborative Robotics Technology for Assembly & Disassembly of Fiddly Shaped Objects in Manufacturing Environment (CRTAD-ASOME),Swansea University,Mechanical Engineering,"£18,662",Swansea,2023-08-22,2023-11-15,https://www.jobs.ac.uk/job/DCF756/fully-funded-epsrc-and-swansea-phd-scholarship-collaborative-robotics-technology-for-assembly-and-disassembly-of-fiddly-shaped-objects-in-manufacturing-environment-crtad-asome
PhD Studentship - Human iPSC-derived Sensory Neurons to Interrogate the Molecular Interplay between mTORC1 and Histamine Receptors in the Progression of Neuropathic Pain,Newcastle University,,"£18,622",Newcastle upon Tyne,2023-08-22,2023-09-30,https://www.jobs.ac.uk/job/DCF545/phd-studentship-human-ipsc-derived-sensory-neurons-to-interrogate-the-molecular-interplay-between-mtorc1-and-histamine-receptors-in-the-progression-of-neuropathic-pain
Fully Funded Swansea University PhD: Novel Ultrasound Technology and Community Pathway Interventions to Improve Healthcare Outcomes in Remote and Low Resource Settings,Swansea University,Health Science,"This scholarship covers the full cost of UK tuition fees and an annual stipend of £18,622. Additional research expenses will also be available.",Swansea,2023-08-21,2023-09-06,https://www.jobs.ac.uk/job/DCF016/fully-funded-swansea-university-phd-novel-ultrasound-technology-and-community-pathway-interventions-to-improve-healthcare-outcomes-in-remote-and-low-resource-settings
Fully Funded Swansea University PhD Scholarship: Understanding the Interaction Between Immune Responses and Bacterial Biofilms to Overcome Antibiotic Resistance by Therapeutic Design,Swansea University,Microbiology and Immunology,"£18,622 - This scholarship covers the full cost of UK tuition fees and an annual stipend of £18,622. Additional research expenses will also be available.",Swansea,2023-08-21,2023-09-06,https://www.jobs.ac.uk/job/DCF000/fully-funded-swansea-university-phd-scholarship-understanding-the-interaction-between-immune-responses-and-bacterial-biofilms-to-overcome-antibiotic-resistance-by-therapeutic-design
PhD Scholarship: Integrating Machine Learning and Multiscale Modelling for Simulating Fracture in Materials with Uncertainties,University of Warwick,School of Engineering,"The award will cover the tuition fees at the UK rate £4,712, plus a tax-free stipend of £18,622 per annum for 3.5 years of full-time study.",Coventry,2023-08-21,2023-09-30,https://www.jobs.ac.uk/job/DCE983/phd-scholarship-integrating-machine-learning-and-multiscale-modelling-for-simulating-fracture-in-materials-with-uncertainties
